,player_slot,hero_id,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,level,hero_damage,tower_damage,hero_healing,gold,gold_spent,scaled_hero_damage,scaled_tower_damage,scaled_hero_healing,won,match_id,match_id_int
214,4.0,47.0,3.0,8.0,17.0,93.0,5.0,399.0,522.0,20.0,,,,,,,,,1,4987116416.0,4987116416
215,0.0,83.0,4.0,8.0,35.0,97.0,3.0,314.0,625.0,27.0,,,,,,,,,0,5159189380.0,5159189380
216,128.0,37.0,0.0,5.0,12.0,54.0,10.0,287.0,447.0,20.0,,,,,,,,,1,5230044042.0,5230044042
217,128.0,75.0,1.0,4.0,22.0,32.0,5.0,272.0,372.0,15.0,,,,,,,,,1,5203536779.0,5203536779
218,132.0,30.0,10.0,8.0,18.0,23.0,3.0,350.0,366.0,16.0,,,,,,,,,1,5037486988.0,5037486988
219,0.0,37.0,6.0,8.0,27.0,207.0,5.0,412.0,532.0,27.0,,,,,,,,,0,5166855056.0,5166855056
220,0.0,29.0,3.0,5.0,21.0,77.0,2.0,308.0,531.0,22.0,17208.0,600.0,832.0,5124.0,8325.0,9355.0,279.0,299.0,1,5457695635.0,5457695635
221,4.0,36.0,4.0,9.0,27.0,52.0,1.0,307.0,517.0,23.0,,,,,,,,,1,5241506709.0,5241506709
222,129.0,57.0,1.0,6.0,15.0,23.0,10.0,308.0,573.0,23.0,,,,,,,,,1,4976298901.0,4976298901
223,3.0,37.0,1.0,9.0,17.0,80.0,0.0,535.0,1532.0,25.0,,,,,,,,,0,5023185815.0,5023185815
224,0.0,28.0,8.0,6.0,15.0,244.0,17.0,425.0,560.0,24.0,13417.0,2974.0,0.0,2570.0,19665.0,10556.0,1141.0,0.0,0,5428003739.0,5428003739
225,128.0,53.0,5.0,9.0,16.0,211.0,10.0,405.0,550.0,22.0,22031.0,3109.0,3633.0,5152.0,11550.0,13262.0,1514.0,1323.0,0,5377133470.0,5377133470
226,130.0,94.0,10.0,1.0,10.0,255.0,10.0,679.0,686.0,21.0,,,,,,,,,1,4945533859.0,4945533859
227,132.0,22.0,7.0,4.0,23.0,151.0,8.0,433.0,608.0,23.0,45113.0,1598.0,125.0,6125.0,11125.0,26687.0,612.0,82.0,1,5387428773.0,5387428773
229,4.0,104.0,3.0,7.0,7.0,96.0,11.0,289.0,404.0,17.0,,,,,,,,,0,5142895529.0,5142895529
230,3.0,8.0,2.0,11.0,5.0,79.0,9.0,232.0,296.0,13.0,10205.0,445.0,1347.0,438.0,5210.0,5713.0,175.0,616.0,0,5461230509.0,5461230509
231,129.0,26.0,2.0,17.0,16.0,32.0,2.0,259.0,319.0,17.0,,,,,,,,,1,5114571694.0,5114571694
232,129.0,105.0,11.0,4.0,11.0,243.0,1.0,466.0,579.0,25.0,,,,,,,,,0,5168524213.0,5168524213
233,131.0,54.0,4.0,7.0,6.0,150.0,17.0,343.0,442.0,18.0,,,,,,,,,0,5217586105.0,5217586105
234,130.0,36.0,6.0,5.0,25.0,160.0,1.0,406.0,567.0,26.0,,,,,,,,,1,5286026173.0,5286026173
235,1.0,120.0,1.0,9.0,5.0,43.0,1.0,500.0,977.0,21.0,,,,,,,,,0,4877886397.0,4877886397
236,0.0,57.0,0.0,9.0,19.0,73.0,9.0,356.0,541.0,25.0,,,,,,,,,1,5030771648.0,5030771648
237,1.0,71.0,13.0,4.0,20.0,101.0,4.0,490.0,728.0,23.0,,,,,,,,,1,5142682564.0,5142682564
238,130.0,75.0,0.0,4.0,27.0,48.0,9.0,306.0,525.0,21.0,,,,,,,,,1,5164035013.0,5164035013
239,3.0,59.0,3.0,19.0,10.0,193.0,14.0,343.0,410.0,23.0,,,,,,,,,0,5210164168.0,5210164168
240,2.0,80.0,9.0,5.0,20.0,348.0,3.0,619.0,713.0,28.0,,,,,,,,,1,5131330506.0,5131330506
241,132.0,44.0,13.0,8.0,8.0,288.0,22.0,574.0,705.0,26.0,24563.0,5185.0,0.0,4035.0,19095.0,15729.0,2728.0,0.0,1,5429836747.0,5429836747
242,1.0,8.0,8.0,11.0,15.0,335.0,13.0,514.0,676.0,27.0,32222.0,1432.0,7325.0,1991.0,21540.0,14006.0,555.0,1807.0,1,5447513037.0,5447513037
243,130.0,84.0,8.0,2.0,20.0,102.0,9.0,433.0,684.0,26.0,,,,,,,,,1,5157596116.0,5157596116
244,131.0,41.0,9.0,3.0,24.0,172.0,12.0,534.0,767.0,24.0,,,,,,,,,1,5131371477.0,5131371477
246,130.0,47.0,2.0,11.0,10.0,71.0,9.0,298.0,474.0,20.0,,,,,,,,,0,5023124446.0,5023124446
247,1.0,42.0,5.0,4.0,16.0,168.0,5.0,368.0,564.0,22.0,12340.0,2846.0,5798.0,3959.0,11440.0,7842.0,1360.0,1560.0,1,5441283045.0,5441283045
248,131.0,88.0,3.0,5.0,15.0,74.0,8.0,329.0,579.0,23.0,15122.0,514.0,0.0,3575.0,11770.0,7749.0,280.0,0.0,1,5409029108.0,5409029108
249,131.0,108.0,6.0,4.0,22.0,128.0,21.0,360.0,590.0,25.0,,,,,,,,,1,5020906487.0,5020906487
250,132.0,32.0,14.0,8.0,12.0,166.0,28.0,458.0,614.0,25.0,,,,,,,,,1,5072657402.0,5072657402
251,4.0,37.0,11.0,9.0,20.0,143.0,1.0,426.0,821.0,25.0,,,,,,,,,0,4948022272.0,4948022272
252,130.0,37.0,1.0,6.0,25.0,35.0,11.0,301.0,543.0,22.0,,,,,,,,,1,5233173506.0,5233173506
253,128.0,45.0,3.0,10.0,10.0,47.0,2.0,601.0,1295.0,25.0,,,,,,,,,0,4894514179.0,4894514179
254,131.0,99.0,6.0,9.0,31.0,450.0,16.0,552.0,616.0,30.0,69845.0,3742.0,0.0,4962.0,32820.0,27169.0,1373.0,0.0,1,5414136841.0,5414136841
255,131.0,38.0,2.0,8.0,18.0,210.0,16.0,353.0,631.0,24.0,16254.0,3132.0,0.0,2303.0,11345.0,8893.0,1198.0,0.0,0,5406729241.0,5406729241
256,3.0,37.0,1.0,8.0,18.0,45.0,1.0,319.0,391.0,17.0,,,,,,,,,1,5164334108.0,5164334108
257,0.0,35.0,13.0,6.0,5.0,220.0,5.0,628.0,593.0,21.0,,,,,,,,,1,4886041630.0,4886041630
259,129.0,101.0,4.0,12.0,5.0,31.0,5.0,252.0,324.0,16.0,17867.0,20.0,0.0,706.0,7835.0,12605.0,11.0,0.0,0,5347292206.0,5347292206
260,2.0,44.0,2.0,11.0,5.0,119.0,14.0,266.0,435.0,20.0,9701.0,0.0,0.0,1074.0,9565.0,5505.0,0.0,0.0,0,5454007344.0,5454007344
261,129.0,101.0,3.0,2.0,1.0,7.0,2.0,240.0,301.0,7.0,,,,,,,,,1,4955636784.0,4955636784
262,131.0,26.0,3.0,11.0,19.0,84.0,5.0,419.0,535.0,25.0,,,,,,,,,1,4974529587.0,4974529587
263,130.0,36.0,7.0,7.0,13.0,64.0,3.0,266.0,488.0,22.0,24199.0,172.0,7633.0,1272.0,9900.0,11163.0,83.0,4274.0,0,5367315515.0,5367315515
265,1.0,48.0,12.0,8.0,15.0,228.0,6.0,544.0,763.0,25.0,,,,,,,,,1,4894129231.0,4894129231
266,132.0,82.0,10.0,3.0,4.0,175.0,16.0,550.0,491.0,17.0,12559.0,8683.0,0.0,3064.0,15090.0,9099.0,4240.0,0.0,1,5455377488.0,5455377488
267,0.0,47.0,9.0,2.0,20.0,176.0,11.0,549.0,757.0,23.0,,,,,,,,,1,4983780437.0,4983780437
268,2.0,109.0,7.0,11.0,15.0,356.0,15.0,429.0,503.0,27.0,67522.0,5052.0,0.0,271.0,23350.0,21894.0,2299.0,0.0,0,5449170012.0,5449170012
269,3.0,26.0,4.0,7.0,17.0,57.0,2.0,309.0,427.0,20.0,,,,,,,,,1,5221899356.0,5221899356
271,132.0,36.0,11.0,3.0,15.0,211.0,17.0,543.0,710.0,23.0,33533.0,2000.0,7667.0,3090.0,17115.0,18524.0,1021.0,3583.0,1,5435716712.0,5435716712
272,0.0,37.0,2.0,2.0,11.0,33.0,7.0,286.0,476.0,19.0,,,,,,,,,1,5221839978.0,5221839978
273,132.0,22.0,4.0,8.0,18.0,141.0,13.0,344.0,595.0,22.0,,,,,,,,,0,4980032625.0,4980032625
274,1.0,61.0,2.0,10.0,4.0,125.0,3.0,296.0,281.0,14.0,,,,,,,,,0,4899832945.0,4899832945
275,1.0,37.0,2.0,7.0,11.0,64.0,3.0,241.0,347.0,16.0,,,,,,,,,0,5236765813.0,5236765813
276,129.0,4.0,8.0,5.0,10.0,246.0,15.0,518.0,707.0,24.0,16563.0,4005.0,0.0,4497.0,14880.0,10698.0,1733.0,0.0,1,5459254398.0,5459254398
277,130.0,29.0,5.0,8.0,23.0,295.0,4.0,397.0,599.0,27.0,42349.0,399.0,10235.0,58.0,20345.0,17994.0,180.0,2618.0,0,5457626255.0,5457626255
278,2.0,15.0,2.0,8.0,8.0,49.0,0.0,684.0,1325.0,25.0,,,,,,,,,0,4877841554.0,4877841554
279,3.0,105.0,5.0,7.0,13.0,246.0,1.0,396.0,533.0,25.0,,,,,,,,,0,5256488084.0,5256488084
280,129.0,102.0,5.0,11.0,25.0,91.0,5.0,388.0,606.0,25.0,,,,,,,,,1,5101442197.0,5101442197
281,130.0,33.0,5.0,11.0,22.0,66.0,2.0,361.0,485.0,20.0,,,,,,,,,1,5068514455.0,5068514455
282,3.0,36.0,5.0,9.0,7.0,80.0,5.0,322.0,415.0,21.0,,,,,,,,,1,5296868505.0,5296868505
283,130.0,37.0,3.0,8.0,18.0,73.0,11.0,304.0,470.0,21.0,10275.0,5459.0,11007.0,883.0,12365.0,6395.0,2297.0,5788.0,1,5384740007.0,5384740007
284,2.0,26.0,4.0,8.0,10.0,49.0,1.0,246.0,395.0,19.0,8086.0,396.0,0.0,835.0,10425.0,7038.0,189.0,0.0,1,5440785577.0,5440785577
285,0.0,36.0,8.0,15.0,30.0,157.0,6.0,389.0,562.0,25.0,,,,,,,,,1,5017924778.0,5017924778
286,128.0,105.0,8.0,8.0,26.0,145.0,1.0,431.0,578.0,30.0,,,,,,,,,1,5149981871.0,5149981871
287,129.0,105.0,1.0,5.0,17.0,116.0,0.0,364.0,551.0,22.0,20395.0,1027.0,672.0,3135.0,12320.0,11789.0,558.0,224.0,1,5449229493.0,5449229493
288,128.0,80.0,2.0,4.0,5.0,236.0,10.0,513.0,506.0,18.0,7258.0,4944.0,0.0,3051.0,13155.0,6545.0,2619.0,0.0,1,5442497733.0,5442497733
290,2.0,41.0,11.0,4.0,19.0,475.0,22.0,703.0,793.0,25.0,,,,,,,,,1,5066527955.0,5066527955
291,132.0,41.0,3.0,6.0,5.0,138.0,10.0,340.0,466.0,18.0,,,,,,,,,0,5114451157.0,5114451157
292,128.0,101.0,12.0,14.0,10.0,119.0,12.0,365.0,651.0,25.0,,,,,,,,,0,5108217049.0,5108217049
294,2.0,42.0,2.0,8.0,16.0,258.0,10.0,468.0,581.0,22.0,,,,,,,,,0,4987493599.0,4987493599
295,130.0,61.0,2.0,10.0,11.0,166.0,6.0,334.0,400.0,19.0,,,,,,,,,0,4989451496.0,4989451496
297,1.0,70.0,12.0,7.0,9.0,209.0,12.0,444.0,634.0,24.0,35812.0,2613.0,0.0,264.0,19415.0,21758.0,1011.0,0.0,0,5442915563.0,5442915563
298,2.0,83.0,8.0,1.0,13.0,73.0,0.0,346.0,493.0,19.0,12078.0,1486.0,3248.0,3593.0,8970.0,9983.0,555.0,1797.0,1,5388690680.0,5388690680
299,0.0,36.0,2.0,16.0,21.0,55.0,1.0,289.0,363.0,21.0,,,,,,,,,1,5195083001.0,5195083001
300,4.0,66.0,8.0,3.0,21.0,177.0,5.0,414.0,742.0,26.0,10034.0,3577.0,10993.0,2741.0,16495.0,7907.0,1638.0,3845.0,1,5457468671.0,5457468671
301,0.0,82.0,11.0,4.0,5.0,265.0,13.0,582.0,700.0,23.0,17474.0,12401.0,0.0,6276.0,13225.0,15156.0,5763.0,0.0,1,5456227589.0,5456227589
302,128.0,5.0,3.0,8.0,20.0,56.0,6.0,316.0,530.0,20.0,,,,,,,,,1,5328018693.0,5328018693
304,128.0,26.0,2.0,17.0,11.0,46.0,3.0,247.0,323.0,22.0,12593.0,287.0,0.0,2819.0,9910.0,6066.0,156.0,0.0,1,5330527500.0,5330527500
305,1.0,71.0,11.0,12.0,29.0,120.0,4.0,370.0,612.0,25.0,,,,,,,,,1,4991886611.0,4991886611
306,3.0,83.0,1.0,7.0,13.0,51.0,3.0,264.0,437.0,19.0,14718.0,2058.0,2004.0,464.0,10685.0,8365.0,842.0,1583.0,1,5390937368.0,5390937368
308,1.0,35.0,7.0,8.0,16.0,178.0,17.0,470.0,578.0,21.0,23866.0,3547.0,0.0,519.0,15600.0,15483.0,1986.0,0.0,1,5436101920.0,5436101920
309,1.0,33.0,1.0,4.0,16.0,89.0,8.0,332.0,422.0,18.0,,,,,,,,,1,5164447010.0,5164447010
310,130.0,26.0,3.0,10.0,12.0,52.0,5.0,262.0,390.0,19.0,,,,,,,,,0,4980073765.0,4980073765
312,0.0,50.0,3.0,3.0,20.0,176.0,5.0,463.0,546.0,22.0,17022.0,4426.0,5878.0,3825.0,14605.0,11731.0,2029.0,2740.0,1,5463213356.0,5463213356
313,132.0,36.0,8.0,3.0,21.0,48.0,5.0,378.0,541.0,19.0,,,,,,,,,1,5300647212.0,5300647212
314,3.0,7.0,1.0,10.0,7.0,68.0,2.0,210.0,254.0,11.0,,,,,,,,,0,5091087679.0,5091087679
315,3.0,77.0,5.0,7.0,11.0,199.0,12.0,382.0,509.0,22.0,14242.0,5245.0,1351.0,2486.0,12720.0,8286.0,2173.0,479.0,0,5408716106.0,5408716106
316,132.0,72.0,4.0,2.0,10.0,55.0,7.0,833.0,1273.0,22.0,,,,,,,,,1,4886089036.0,4886089036
317,3.0,53.0,3.0,12.0,12.0,131.0,4.0,300.0,347.0,17.0,16199.0,678.0,1191.0,247.0,11825.0,9073.0,267.0,457.0,0,5444949325.0,5444949325
319,0.0,32.0,5.0,6.0,13.0,209.0,17.0,385.0,624.0,24.0,22666.0,384.0,0.0,2509.0,13795.0,11800.0,167.0,0.0,0,5462762833.0,5462762833
320,1.0,18.0,10.0,6.0,15.0,344.0,9.0,613.0,730.0,25.0,,,,,,,,,1,4979791187.0,4979791187
321,132.0,30.0,8.0,8.0,12.0,20.0,6.0,252.0,364.0,17.0,,,,,,,,,0,5013734746.0,5013734746
322,130.0,30.0,7.0,4.0,19.0,61.0,5.0,366.0,640.0,25.0,,,,,,,,,1,4991827290.0,4991827290
323,0.0,9.0,5.0,8.0,10.0,91.0,4.0,281.0,401.0,19.0,,,,,,,,,0,5220719965.0,5220719965
324,132.0,42.0,5.0,6.0,11.0,214.0,9.0,437.0,629.0,23.0,,,,,,,,,0,4906024290.0,4906024290
325,0.0,16.0,3.0,10.0,14.0,135.0,8.0,312.0,399.0,17.0,16838.0,0.0,0.0,3961.0,6595.0,9979.0,0.0,0.0,0,5422062947.0,5422062947
326,3.0,35.0,6.0,8.0,11.0,284.0,33.0,435.0,669.0,25.0,37520.0,1223.0,0.0,1599.0,16915.0,20599.0,547.0,0.0,0,5393042789.0,5393042789
327,2.0,109.0,11.0,7.0,11.0,328.0,5.0,613.0,698.0,26.0,40750.0,7704.0,0.0,4057.0,23310.0,21271.0,4227.0,0.0,1,5354511729.0,5354511729
328,132.0,108.0,1.0,8.0,23.0,88.0,8.0,296.0,427.0,18.0,,,,,,,,,1,5081353587.0,5081353587
329,1.0,57.0,1.0,6.0,23.0,34.0,1.0,259.0,529.0,26.0,6835.0,446.0,9570.0,3621.0,11355.0,4305.0,243.0,3736.0,1,5364512119.0,5364512119
331,130.0,81.0,11.0,3.0,10.0,263.0,12.0,700.0,677.0,23.0,,,,,,,,,1,4945567109.0,4945567109
332,128.0,2.0,9.0,7.0,12.0,102.0,10.0,377.0,464.0,20.0,27693.0,2285.0,400.0,1257.0,13620.0,19581.0,1145.0,234.0,1,5455441287.0,5455441287
333,130.0,47.0,13.0,7.0,11.0,193.0,14.0,493.0,666.0,24.0,,,,,,,,,1,5152281992.0,5152281992
334,132.0,84.0,4.0,3.0,21.0,18.0,5.0,331.0,515.0,18.0,,,,,,,,,1,5141818767.0,5141818767
